Place of Origin,,1949/50,1954/55,1959/60,1964/65,1969/70,1974/75,1979/80,1984/85,1989/90,1994/95,1999/00,2000/01,2001/02,2002/03,2003/04,2004/05,2005/06,2006/07,2007/08,2008/09,2009/10,2010/11,2011/12,2012/13,2013/14,2014/15,2015/16,2016/17,2017/18,2018/19,2019/20,2020/21,2021/22,2022/23,2023/24
China,,-,-,-,5,19,22,"1,000","10,100","33,390","39,403","54,466","59,939","63,211","64,757","61,765","62,523","62,582","67,723","81,127","98,235","127,628","157,558","194,029","235,597","274,439","304,040","328,547","350,755","363,341","369,548","372,532","317,299","290,086","289,526","277,398"
